batch,text,DMesure,gold_score_20,gold_score_20_std,gold_score_20_label,gold_label_trunc,gold_label_maj,ANNOT1_LEVEL,ANNOT1_SUBLEVEL,ANNOT2_LEVEL,ANNOT2_SUBLEVEL,ANNOT3_LEVEL,ANNOT3_SUBLEVEL,old_gold_score_20_label,old_gold_label_trunc,old_gold_label_maj,difficulty
7_2,"Escalade pour tous    Chez PluSport, nous proposons beaucoup d’offres de sport pour les personnes avec handicap. Nous faisons cela, car le sport est bon pour le corps et pour la tête.    Le sport a beaucoup d’avantage pour les personnes qui ont un handicap. Le sport:  - permet aux gens de rencontrer de nouvelles personnes.  - permet aux gens de vivre de nouvelles choses.  - permet aux gens d’être actifs pendant leur temps libre.  - rassemble les personnes. Cela favorise l’intégration. Par exemple à l’école ou au travail.  - a une grande importance dans notre société.  Donc, le sport aide à participer à la société.    Comment fonctionnent les groupes d’escalade?  Tout le monde peut venir dans nos groupes d’escalade de PluSport.  Tout le monde c’est:  - Les personnes avec et sans handicap.  - Les personnes de tous les âges.    Pour nous, chez PluSport, la qualité est importante.  Les moniteurs et les monitrices qui accompagnent les groupes ont suivi une formation en escalade.  Il y a des journées d’essai.  Ou bien on peut venir essayer une fois.  Le but est de donner envie de faire de l’escalade.    source : www.aktionsplan-un-brk.ch  4. Les professionnels des ESMS doivent garder secrètes les informations des personnes vulnérables.  Cela s’appelle le secret professionnel.  - Dans quels cas les professionnels auraient le droit de donner ces informations ?    source : Ministère des solidarités, de l'autonomie et des personnes handicapées. https://solidarites.gouv.fr",Très Facile,6.0,6.082762530298219,Facile,Très Facile,Très Facile,Accessible,3,Très Facile,2,Très Facile,3,Facile,Très Facile,Facile,"Le texte fourni est constitué de phrases simples à moyennement complexes. Il utilise un vocabulaire courant et accessible, porte principalement sur la description de services et d’avantages liés à la pratique de l’escalade pour tous, y compris les personnes en situation de handicap. Les liens logiques sont présents, mais les idées restent globalement très explicites et la structure est assez directe. Quelques connecteurs logiques élémentaires (“donc”, “par exemple”) sont employés, et certains termes spécifiques apparaissent mais sont expliqués ou replacés dans un contexte compréhensible (“secret professionnel”, “favorise l’intégration”).

L’ensemble du texte montre une capacité à décrire, à donner des instructions et à présenter des arguments simples, sans se perdre dans des constructions complexes ou un langage abstrait.

Selon le Cadre européen commun de référence pour les langues (CECR), un tel texte correspond au niveau où l’on sait décrire des expériences, expliquer des opinions brèves, comprendre et relier des informations données sur des sujets courants avec un langage assez basique mais fonctionnel.

Niveau CECR : **B1**"
7_2,"Les protéines    Les protéines sont des matériaux de construction pour nos cellules lorsqu'elles ont besoin d'être réparées et remplacées. Elles nous rendent forts et aident à se remettre en forme quand on a été malade.  Manquer de protéines, cela peut être très grave : les enfants ne peuvent plus grandir et perdent leurs forces. On devient si faible qu'on peut en mourir.  C'est ce qui arrive dans les pays de la faim où les gens sont très pauvres, car on trouve les protéines surtout dans la viande et le poisson et aussi dans les œufs, le lait, le fromage, qui sont chers. Heureusement, on les trouve aussi dans les légumes farineux comme les lentilles, et dans le soja.",Facile,7.666666666666667,4.725815626252608,Facile,Facile,Facile,Accessible,3,Très Facile,4,Facile,1,Facile,Facile,Facile,"Le texte fourni explique le rôle des protéines dans l'alimentation, utilise des phrases relativement longues, un vocabulaire spécifique (protéines, cellules, matériaux de construction, remplacer, malades, lentilles, soja, etc.) et des liaisons logiques (""car"", ""heureusement"", ""aussi"", ""cela peut être très grave""). La structure est claire et la majorité des phrases sont simples à moyennement complexes, sans usages avancés du subjonctif ou de tournures idiomatiques très élaborées.

Cependant, il fait preuve d'une certaine capacité à expliquer, à argumenter et à illustrer des conséquences (manquer de protéines → conséquences sur la santé), ce qui dépasse généralement le niveau débutant (A1-A2).

Le texte n’atteint pas la complexité ou la finesse du niveau C1, mais il va au-delà du simple récit ou de la description factuelle des niveaux A2 et B1, notamment par la capacité à généraliser et à comparer (""dans les pays de la faim..."", ""heureusement..."").

Ainsi, ce texte correspond au niveau **B2** du CECR : il démontre une capacité à expliquer un sujet concret, à exprimer des causes et conséquences, à organiser un texte de façon claire et à utiliser un vocabulaire précis relatif à un domaine particulier (ici, la nutrition).

**Niveau CECR : B2**"
7_2,"Fuir l'Ukraine    Deux familles ont fui la guerre.  Les deux familles ont un enfant avec un handicap.  En Suisse, ces familles ont de la chance.  Elles reçoivent un cadeau spécial.    Ivan a 7 ans et se déplace en fauteuil roulant.  Ivan vient de l’Ukraine.  Là-bas, il y a la guerre.  Alors Ivan a fui l’Ukraine avec sa famille.  Ivan vit maintenant avec sa famille près de Berne.  Il vit dans un foyer avec d’autres réfugiés.  Sa maman Oksana dit :  « Nous avons survécu. C’est le principal. »    Mikael a 5 ans et vit avec sa famille dans le même foyer.  Mikael a des troubles de la motricité.  Mikael a besoin d’un support pour se tenir droit.    Les deux familles ont dû fuir très vite.  Elles ont seulement emporté le nécessaire.    Des chaussures spéciales pour les garçons  Ivan et Mikael ont besoin de chaussures spéciales.  Malheureusement, ces chaussures sont restées en Ukraine.  Mais les garçons ont de la chance.  Manuel Balsiger a entendu parler des deux garçons.  Manuel Balsiger est orthopédiste.  Il fabrique des chaussures spéciales.    Manuel Balsiger rend visite aux garçons et prend les mesures.  Puis il fabrique des chaussures dans son atelier.  Après quelques semaines, les chaussures sont prêtes…  Manuel Balsiger offre les chaussures aux deux garçons.  La joie est immense !    Un mois plus tard, les deux garçons déménagent.  Les deux familles vivent dans leur propre appartement.  Ivan et Mikael vont maintenant à l’école, avec leurs nouvelles chaussures, bien sûr !    source : https://blog.insieme.ch/fr/",Très Facile,6.333333333333333,5.859465277082316,Facile,Très Facile,Très Facile,Accessible,3,Très Facile,2,Très Facile,4,Facile,Très Facile,Facile,"Le texte fourni est rédigé avec des phrases simples et courtes. Le vocabulaire est principalement concret et lié à la vie quotidienne (famille, enfants, handicap, chaussures, école, guerre). Les structures grammaticales sont élémentaires, sans complexité syntaxique ou usage de modes compliqués. Le texte se concentre sur des faits concrets et des sentiments de base, sans utilisation d’abstractions ou d’expressions idiomatiques.

Selon le Cadre européen commun de référence pour les langues (CECR), le niveau **A2** correspond à la capacité de comprendre des phrases isolées et des expressions fréquemment utilisées en relation avec des domaines immédiats de priorité (par ex., famille, achats, environnement proche).

Niveau CECR : **A2**"
7_2,"Horoscope Capricorne du 11 décembre    Amour  Un coup de foudre n'est pas exclu. Certains célibataires pourraient bien perdre leur indépendance. Vous entrez dans une période radieuse. L'ambiance affective sera passionnée, mais d'une manière plus constructive et beaucoup plus chaleureuse que ces derniers temps.    Argent et travail  Le rythme de vos activités se ralentit. Vous aurez enfin un peu de temps à consacrer à autre chose qu'au travail. L'ambiance planétaire soutiendra vos efforts, mais vous poussera à vous affirmer, quitte à heurter certaines susceptibilités.    Santé  Profitez de votre tonus mais prudence si vous prenez le volant. La vigilance est de rigueur.    Humeur  L'horizon est dégagé.    source : www.20minutes.fr",Accessible,10.333333333333334,2.516611478423583,Accessible,Facile,Facile,Accessible,3,Facile,3,Facile,5,Accessible,Facile,Facile,"Le texte fourni est composé de phrases complexes, utilisant un vocabulaire varié (ex : ""coup de foudre"", ""période radieuse"", ""affirmation"", ""heurter certaines susceptibilités"", ""vigilance de rigueur"") et des structures grammaticales élaborées. Il présente un registre soutenu (emploi d'expressions idiomatiques et métaphores), des temps variés (futur, passé composé, présent), ainsi que des notions abstraites et nuancées (changer d'état affectif, prudence, affirmation de soi).

Selon le Cadre européen commun de référence pour les langues (CECR), le niveau B2 correspond à la capacité de comprendre le contenu principal de sujets complexes, y compris une discussion technique, de communiquer avec un degré de spontanéité et d'aisance, d'exprimer et défendre une opinion, et d'utiliser la langue de façon efficace et souple.

Niveau CECR : **B2**"
7_2,Je vais à une audience dans un tribunal    Comment se passe l'audience ?  Attention  L’audience peut être longue.  Le greffier annonce en premier les affaires avec un avocat.  Le greffier annonce mon affaire : je me lève pour que les juges me voient.  Un juge présente ma demande.  Le rapporteur public donne son avis sur mon affaire.    J’ai un avocat.  L’avocat parle à ma place.  Un juge peut me poser des questions.    Je n'ai pas d'avocat.  Un juge me donne la parole.  Les juges connaissent mon dossier.  Je n’ai pas besoin de tout répéter.  Le représentant de l'administration est dans la salle.  Il parle à son tour.    Les juges peuvent poser des questions :  - à l’administration  - à mon avocat  - ou à moi.    L’audience est terminée.  Je peux m’en aller.    source : www.conseil-etat.fr,Facile,5.666666666666667,6.350852961085883,Facile,Très Facile,Très Facile,Accessible,3,Très Facile,2,Très Facile,2,Facile,Très Facile,Facile,"Le texte utilise des phrases simples et claires, mais présente tout de même des structures grammaticales variées (temps présent, utilisation de ""je"", ""un juge peut me poser des questions"", recours au passif implicite). Le vocabulaire reste concret et centré sur une situation spécifique (audience au tribunal), ce qui indique une certaine maîtrise fonctionnelle mais sans complexité stylistique ou argumentative.

Le texte demande une compréhension de consignes, d’ordre organisationnel, et une capacité à suivre une description d’un processus administratif, ce qui correspond au niveau B1 : ""Peut comprendre les points essentiels quand un langage clair et standard est utilisé et s’il s’agit de choses familières dans le travail, à l’école, dans les loisirs, etc. Peut décrire des expériences, des événements, des rêves, des espoirs et des ambitions et exposer brièvement des raisons ou explications pour un projet ou une idée.""

**Niveau CECR : B1**"
7_2,"Lundi 21 Décembre  Cher journal,  Il est 20h. Aujourd’hui je commence à t’écrire car c’est les vacances. Je peux enfin me reposer pendant 2 semaines. Je suis heureux, je vais enfin pouvoir dormir jusqu'à 10h. J’ai déjà commencé à lire le livre « le gang des Dalton », je suis déjà à la page 50. Comme j’ai dit je peux enfin dormir mais je me suis levé à 8h30 car je n’arrivais pas à dormir plus longtemps.  Aujourd’hui, je suis allé à Micromania avec ma sœur et ma grand-mère pour acheter les cadeaux de Noël, j’étais tout excité, il y avait beaucoup de vent.  Bon et bien maintenant je te laisse, je vais continuer à lire mon livre car il faut que je le termine pour le Lundi 18 Janvier.    source : www.etudier.com",Très Facile,6.333333333333333,5.773502691896258,Facile,Très Facile,Très Facile,Accessible,3,Très Facile,3,Très Facile,3,Facile,Très Facile,Facile,"Le texte fourni utilise des phrases simples à modérément développées, avec l'expression de sentiments, la narration d'activités quotidiennes, l'utilisation du passé composé, du présent et du futur proche, ainsi qu'un vocabulaire courant du quotidien (vacances, dormir, lire, cadeaux de Noël, etc.). On note également la capacité à relater une journée, exprimer une suite d'actions, et mentionner des intentions ou obligations (il faut que je le termine). Toutefois, la structure générale demeure simple et les idées sont clairement enchaînées sans complexité syntaxique majeure ni abstraction.

Selon le Cadre européen commun de référence pour les langues (CECR), cela correspond à un niveau où l'utilisateur peut décrire des événements, exprimer des sentiments simples, et relater une expérience passée en termes simples, mais avec des phrases complètes et une certaine capacité à structurer un récit personnel.

**Niveau CECR : B1**"
7_2,"La ballade des gens heureux    Notre vieille Terre est une étoile  Où toi aussi tu brilles un peu  Je viens te chanter la ballade  La ballade des gens heureux                  Je viens te chanter la ballade  La ballade des gens heureux     Tu n'as pas de titre ni de grade  Mais tu dis ""tu"" quand tu parles à Dieu  Je viens te chanter la ballade  La ballade des gens heureux  Je viens te chanter la ballade  La ballade des gens heureux     Toi qui as planté un arbre  Dans ton petit jardin de banlieue      Je viens te chanter la ballade  La ballade des gens heureux  Je viens te chanter la ballade  La ballade des gens heureux     Il s'endort et tu le regardes  C'est un enfant il te ressemble un peu  Je viens lui chanter la ballade  La ballade des gens heureux  Je viens te chanter la ballade  La ballade des gens heureux    source : La ballade des gens heureux, Gérard Lenorman",Facile,6.0,6.082762530298219,Facile,Très Facile,Très Facile,Accessible,3,Très Facile,2,Très Facile,3,Facile,Très Facile,Facile,"Le texte fourni, extrait de la chanson ""La ballade des gens heureux"", présente un vocabulaire courant mais aussi des structures grammaticales variées (subordonnées relatives, emplois poétiques, inversion, apostrophe). Si les phrases restent globalement simples et accessibles, on y rencontre aussi des formulations métaphoriques (""notre vieille Terre est une étoile où toi aussi tu brilles un peu"") et des temps verbaux variés.

La compréhension globale du texte est facilitée par les répétitions et le registre familier (""tu dis 'tu' quand tu parles à Dieu"", ""ton petit jardin de banlieue""). Toutefois, certaines tournures demandent une compréhension intermédiaire du français.

Ce texte se situe donc dans une zone intermédiaire entre les niveaux A2 (capable de comprendre des phrases isolées et des expressions fréquemment utilisées) et B1 (capable de comprendre des textes rédigés essentiellement dans une langue courante liée à la vie quotidienne). Toutefois, la poésie et l'utilisation de figures de style simples placent le texte plutôt à un niveau **B1**.

**Niveau CECR : B1**"
7_2,"#Episode1 : C'est parti !! La première rencontre avec les groupes    Lors de la première semaine de résidence, du 7 au 9 avril, Gaëlle Pingault a eu l'occasion de rencontrer l'ensemble des groupes d'adultes ""lecteurs débutants"" (ENEFA, EPE et PIAF) qui participent au projet, et vont collaborer au travail d'écriture de ce premier texte en ""facile à lire"".    Des temps d'ateliers pour commencer à faire connaissance, pour commencer à jouer avec les mots  « Il s'agissait de faire connaissance, et de se lancer... Les trois  ""conversations"" avec ces trois groupes ont été très différentes, mais  riches et intenses. Avec le premier groupe, les sujets ont très vite été  intimes, baignés de leur histoire personnelle. Avec le second, on a beaucoup  parlé ""technique"" d'écriture, organisation d'une narration » Gaëlle Pingault    A l'écoute des désirs de lecture de chacun et chacune  Gaëlle a profité de ces premiers temps de rencontre pour échanger avec les personnes associées sur leurs désirs de lecture, sur la nature du texte qu'ils ou elles aimeraient pouvoir lire.    Et maintenant... au boulot !  Gaëlle a terminé cette première séquence de résidence un peu vannée mais heureuse, forte de toutes ces rencontres, et prête à se mettre au travail, pour proposer bientôt une première trame de son texte.  RDV est pris très vite, début avril, pour la suite de la résidence !    source : www.residencegaellepingaultcaen2023.com",Accessible,10.333333333333334,5.773502691896257,Accessible,Facile,Facile,+Complexe,2,Facile,2,Facile,2,Accessible,Facile,Accessible,"Le texte fourni présente des phrases relativement longues, complexes, et structurées, comportant de la narration, des citations indirectes, de l’utilisation de temps variés (passé composé, imparfait, présent), et un vocabulaire assez riche (par exemple : ""narration"", ""collaborer"", ""séquence de résidence"", ""trame"", ""profité de ces premiers temps de rencontre"", ""technique d’écriture""). Il fait appel à l'usage d'expressions idiomatiques (""un peu vannée mais heureuse"", ""au boulot !"") et à une certaine sophistication dans la transmission d’informations et de points de vue.

La compréhension globale du texte nécessite une bonne maîtrise du français, pour suivre les différentes parties du récit, comprendre des nuances, et saisir les intentions sous-jacentes dans les interactions décrites.  

Selon le Cadre européen commun de référence pour les langues (CECR), ce texte correspond à un niveau où l’on peut comprendre des textes relativement longs et complexes, sur des sujets abstraits ou concrets, saisir les distinctions de ton, et s'exprimer de façon détaillée.

**Niveau CECR : B2**"
7_2,"Les pieds dans la terre    Marie-Thérèse  « Avec Louis, mon mari, nous avons décidé de reprendre la ferme de mes parents. Mais, pour pouvoir vivre de l'élevage des vaches, il nous fallait produire plus de lait et donc avoir plus de terres et de bêtes. Nous avons fait des emprunts pour acheter des parcelles et construire une stabulation, un bâtiment qui nous permettait de traire huit bêtes d'un coup.  En 1963, nous avons acheté un petit tracteur d'occasion. Les autres outils ont suivi. Cela nous a permis d'avoir du temps pour nos enfants. Pourtant, cela a été assez dur quand même. On était en intensif. Louis mettait des engrais pour faire pousser l'herbe des prairies. Puis on a cultivé du maïs pour nourrir les vaches, afin qu'elles donnent plus de lait. Mais c'est une culture qui coûte cher. Au final, les engrais, les pesticides, les aliments pour les vaches, tout cela nous coûtait plus cher que ce que l'on gagnait avec le lait. Le prix du lait n'augmentait pas. On a été obligés de réduire les dépenses. Pour le foin des vaches, on a préféré planter du trèfle dans les prairies, car il n'a pas besoin d'engrais. »    source : Les pieds dans la terre, Claire Lecoeuvre & Arnaud Tételin",Facile,10.333333333333334,3.055050463303893,Accessible,Accessible,Accessible,Accessible,3,Facile,2,Accessible,1,Accessible,Facile,Accessible,"Le texte fournit une narration structurée et détaillée, décrivant un vécu personnel avec précision. Il utilise un vocabulaire assez large relatif à l’agriculture (parcelles, stabulation, tracteur, engrais, prairies, maïs, pesticides, foins, trèfle), intègre des phrases longues et complexes (“Mais, pour pouvoir vivre de l'élevage des vaches, il nous fallait produire plus de lait et donc avoir plus de terres et de bêtes.”), ainsi que des temps composés (passé composé, imparfait, plus-que-parfait, etc.). Les idées sont nuancées (contrastes entre avantages et difficultés, conséquences des choix, justification des actions).

Ce texte nécessite non seulement une compréhension du contenu factuel mais aussi la capacité de saisir des relations de cause à effet, des implications, et une suite logique d'événements. L’utilisation de connecteurs logiques et la richesse du récit situent clairement le texte au-dessus des niveaux élémentaires (A1/A2) et intermédiaires initiaux (B1). La complexité textuelle et la richesse lexicale indiquent que le lecteur doit avoir un usage autonome et nuancé du français.

**Niveau CECR : B2**"
7_2,"Je suis différent    J'avais un long trajet jusqu'à la maison, et personne pour me tenir compagnie, mais de toute façon j'ai l'habitude d'être seul : j'aime bien être tranquille quand je vais au ciné, pour pouvoir me couler dans l'histoire 15 et la vivre avec les acteurs. Quand je regarde un film avec quelqu'un, ça me gêne, comme si on lisait par-dessus mon épaule. Pour ces trucs-là, je suis différent. Je veux dire que mon second frère, Soda, qui va bientôt avoir 17 ans, n'ouvre jamais un bouquin. Et que mon frère aîné, Darrel, que nous appelons Darry, travaille trop et trop dur pour s'intéresser à 20 un roman ou faire un dessin. Donc, je ne suis pas comme eux. Et personne, dans notre bande, n'aime les films et les bouquins comme moi. Pendant longtemps, j'ai cru que j'étais le seul type au monde à être comme ça. Alors je faisais bande à part.    source : Outsiders, Susan Eloïse Hinton (trad: Marie-José Lamorlette)",Facile,11.333333333333334,4.932882862316248,Accessible,Facile,Facile,+Complexe,2,Facile,4,Facile,3,Accessible,Facile,Accessible,"Le texte fourni présente des phrases structurées et complexes, un vocabulaire varié, des descriptions nuancées des sentiments et des comparaisons. Il utilise des temps verbaux variés (imparfait, présent), des pronoms relatifs et des expressions idiomatiques (""faire bande à part"", ""comme si on lisait par-dessus mon épaule""). L'auteur exprime et développe des idées personnelles, compare ses habitudes à celles des autres, et raconte des expériences avec une certaine profondeur réflexive.

Selon le Cadre européen commun de référence pour les langues (CECR), ces compétences correspondent au niveau où le lecteur peut comprendre des textes littéraires, percevoir des différences de styles, et exprimer des opinions de façon claire et détaillée.

**Niveau CECR : B2**"
7_2,"Les secrets de la mémoire.    Causes de l'oubli et conditions d'une bonne mémorisation.  La jolie mécanique du souvenir grince en bien des occasions. Pourtant, il faut distinguer les pertes de mémoire pathologiques, comme celles observées dans la maladie d'Alzheimer (appelée démence sénile), des « trous de mémoire », phénomène banal et sans gravité, qui touchent tout le monde et sont induits par un état de stress ou de fatigue. [...]    Les informations ont d'autant plus de chances d'être mémorisées « à vie » qu'elles obéissent à deux règles : la répétition (on n'oublie jamais que un et un font deux) et l'organisation. Les spécialistes pensent aussi que les souvenirs sont d'autant plus tenaces qu'ils sont associés à des émotions. Dans l'Antiquité, nos ancêtres l'avaient si bien compris qu'ils mutilaient des esclaves à l'occasion de contrats passés pour qu'ils se souviennent parfaitement des termes de l'accord !    « On oublie essentiellement pour trois raisons, résume Jocelyne de Rotrou : tout d'abord parce qu'une information ne nous intéresse pas, elle n'est pas utile. Aussitôt utilisée, elle tombe dans les oubliettes de la mémoire. Ensuite, on oublie ce qui nous dérange. Il y a blocage et inhibition, qui se traduisent par des trous de mémoire. C'est vrai pour une émotion intense, négative ou positive (une passion amoureuse par exemple), qui désorganise l'activité cérébrale et produit des perturbations chimiques importantes. Troisième raison, qui est peut-être la plus fréquente : l'information ayant été mal traitée, elle est mal restituée. Soit en raison d'interférences provenant d'apprentissages ultérieurs, soit à cause d'une réorganisation du stock mnésique', ou encore parce que les conditions de restitution des souvenirs sont trop différentes de celles qui existaient à leur acquisition. Toutes sortes de raisons sont encore responsables de l'oubli : des ratés toujours possibles de la mécanique cérébrale ou bien ces autres facteurs que sont l'alcool, le tabac, les toxiques et les maladies. »",+Complexe,15.333333333333334,1.5275252316519468,+Complexe,Accessible,Accessible,+Complexe,2,Accessible,5,Accessible,4,+Complexe,Accessible,Accessible,"Le texte fourni présente un vocabulaire spécialisé (mémoire, pathologique, démence sénile, inhibition, perturbations chimiques, interférences, stock mnésique), des structures complexes (subordonnées, relatifs, incises), ainsi que de longues phrases nuancées et argumentées. Il distingue des concepts proches, compare des phénomènes, intègre des citations et développe une argumentation explicative dense.

D’après le CECR, le niveau **C1** correspond à la compréhension de textes longs, complexes, riches en informations implicites et explicites, avec des subtilités linguistiques. Le niveau C2 demanderait une abstraction et une densité encore supérieures (tous registres, finesse stylistique, implicite profond), ce qui n’est pas tout à fait le cas ici, car le texte reste informatif et accessible, sans recours à des tournures particulièrement littéraires ou expertes.

Niveau CECR : **C1**"
7_2,"Pourquoi le don du sang est-il si important ?    Le don du sang est essentiel, c'est un véritable engagement qui vient du cœur. Les accidentés de la route, les patients souffrant de maladies graves, les hémophiles... sont directement concernés par le don du sang, et souvent, leur survie en dépend. C'est parce que le sang ne peut pas être fabriqué artificiellement qu'il est irremplaçable.  A partir de quel âge peut-on donner son sang ?  On peut donner son sang à partir de 18 ans, et jusqu'à 50, 60 ou 65 ans selon les types de dons pratiqués. Grâce à sa ligne moderne, la 206 est la voiture du temps présent. Un premier don ne peut pas être fait après 60 ans. Si vous êtes en bonne santé, le don du sang ne comporte aucun risque. Le matériel de prélèvement est stérile et à usage unique.",Accessible,9.333333333333334,3.214550253664318,Facile,Facile,Facile,Accessible,3,Facile,3,Facile,2,Facile,Facile,Facile,"Le texte fourni présente des phrases relativement longues, un vocabulaire spécifique (« engagement », « accidentés de la route », « hémophiles », « matériel de prélèvement stérile »), des structures subordonnées, et aborde un sujet d'intérêt général avec des informations organisées de façon claire. Il nécessite une compréhension de notions abstraites et d'argumentation, sans pour autant contenir de tournures idiomatiques complexes ou un style particulièrement sophistiqué. Le texte ne va pas jusqu’à une complexité formelle, ni à des nuances très fines ou à une organisation syntaxique très avancée.

Selon les descripteurs du CECRL :
- Niveau B1 : Peut comprendre des textes qui contiennent une description d’événements, sentiments, souhaits. Peut comprendre l’essentiel d’un texte informatif simple.
- Niveau B2 : Peut lire des articles et rapports sur des questions contemporaines dans lesquels les auteurs adoptent une attitude particulière ou un point de vue particulier. Peut comprendre un texte argumentatif avec un certain degré de complexité.

Ce texte va au-delà du niveau B1 par sa richesse de vocabulaire et sa structure, tout en restant abordable pour un lecteur indépendant. Toutefois, il n’atteint pas le niveau d’abstraction ou de sophistication syntaxique du niveau C1.

**Niveau CECR : B2**"
7_2,Formulaire de contact    Réclamations    Mes informations personnelles  Civilité* □ Mme □ M.  Prénom* _________  Nom* _________  Code postal* _________  Email* _________  Numéro de téléphone _________  N° Carte de fidélité (ou carte PASS) _________    Votre demande  Quel est le sujet de votre demande ?*  ____________________________________  Numéro de commande _________  Code-barre ou EAN (13 chiffres) _________    Votre message*  _______________________________________________________________    Pièce jointe  Envoyer un fichier: Aucun fichier sélectionné    Envoyer,Très Facile,5.333333333333333,3.055050463303893,Facile,Facile,Facile,Facile,3,Facile,1,Très Facile,2,Très Facile,Très Facile,Facile,"Le texte fourni est principalement composé de mots et de phrases nominales typiques d’un formulaire administratif ou commercial, avec un vocabulaire courant relatif aux informations personnelles et aux démarches de contact. Les structures sont simples (« Prénom », « Nom », « Quel est le sujet de votre demande ? ») et il n’y a pas de phrases complètes développées. L’utilisateur n’est pas exposé à des constructions grammaticales complexes ni à un registre soutenu.

Selon la description des niveaux du CECRL :
- Niveau A1 : Savoir remplir un formulaire avec des informations personnelles.
- Niveau A2 : Être capable de compléter un formulaire simple concernant des informations personnelles, professionnelles, etc.

Ici, la tâche relève tout à fait du niveau A2 : comprendre des instructions concrètes pour remplir un formulaire et fournir des informations personnelles basiques.

Niveau CECR : **A2**"
7_2,"Un problème à la caisse.    Dans un supermarché. Une cliente arrive à la caisse avec ses achats.  La caissière : 112 euros 40, s'il vous plaît.  La cliente : En carte.  La caissière : Ah, je suis désolée, la banque refuse la transaction.  La cliente : Ah bon ! Comment ça se fait ?  La caissière : (Elle regarde son écran) Carte refusée.  La cliente : Ils m'ont annulé ma carte ! Alors, là, ils sont géniaux ! (Elle ouvre son porte monnaie)... Alors, on va payer en liquide. Je regarde combien j'ai... 22 ; 23 ; 23,60... (À la caissière) Vous m'aidez... Alors, le riz, le sucre, les pâtes, je garde. Oh mince ! Les quenelles. J'avais tellement envie de quenelles ! C'est cher, les quenelles ?  La cliente suivante : Vous pouvez vous dépêcher, s'il vous plaît ? La cliente : (Elle se moque de l'autre cliente et commence à trier ses achats) Bon, alors les carottes, on va les donner à madame parce que ça rend aimable. On va lui donner aussi les cornichons pour son ulcère. Et puis voilà. La viande, ça sera pour un autre jour et puis vous me dites combien ça fait, si ça dépasse 23,60.     source : Extrait du film Le Coût de la vie",Très Facile,8.333333333333334,4.041451884327381,Facile,Facile,Facile,Accessible,3,Facile,1,Facile,1,Facile,Facile,Facile,"Le texte fourni présente un échange réaliste et nuancé dans un contexte quotidien (au supermarché), incluant plusieurs interlocuteurs, des phrases de longueur variable, des structures grammaticales correctement utilisées et un vocabulaire concret mais parfois familier (« mince », « ils sont géniaux », « ça rend aimable », etc). Il comprend également des phrases indirectes (« Elle se moque de l’autre cliente »), de l’ironie, des ellipses, et une gestion de la conversation (alternance, interruptions, apartés).

La compréhension du texte suppose de savoir gérer des situations imprévues, d’exprimer la surprise, l’ironie et de manipuler l’argent, de choisir ou renoncer à des articles. La cohérence du discours est assurée, les enchaînements logiques sont clairs et les intentions pragmatiques sont explicites.

- Par rapport au CECRL, le niveau **B1** est celui où l’utilisateur « peut faire face à la plupart des situations rencontrées au cours d’un voyage », « produire un discours simple et cohérent », etc.
- Le niveau **B2** requiert une capacité à « suivre une conversation d’une longueur certaine », à « s’exprimer de façon claire et détaillée », y compris dans des échanges qui sortent du cadre le plus immédiat.
- Ici, le texte ne comporte pas de vocabulaire spécialisé ni de structures très complexes. Les touches d’humour, la gestion de l’argent et le dialogue implicite placent cependant le texte nettement au-dessus des niveaux A1/A2.

**Niveau CECR : B1**"
